CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Date_Leave,Months_Inactive,Contacts_Count,Total_Revolving_Bal,Total_Trans_Ct,Avg_Open_To_Buy,Avg_Utilization_Ratio,Trans_Amount,Revenue,Country,Province,City,Date,Year,Quarter,Month,Transaction_Category,Transaction_Subcategory
793550958,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,1438.3,"none,2018",6,8,240,144,1438.3,0.075,7597.6384,216.237448,Myanmar,Mandalay,Chanayethazan,,,,,Utility,Internet Bill
794962983,Existing Customer,47,F,3,Graduate,Divorced,$40K - $60K,Silver,41,1,9947,"none,2018",2,6,3612,210,7451,0.1805,9972,287.109984,Laos,Luang Prabang,Houayxay,,,,,Utility,Internet Bill
795218883,Existing Customer,47,M,3,High School,Divorced,$60K - $80K,Blue,41,2,4207,"none,2018",5,6,2077,151,2651,0.245,9394.6704,267.256852,Philippines,Central Luzon,Tarlac City,,,,,Retail,Sporting Goods
795991758,Existing Customer,47,F,2,College,Single,$40K - $60K,Silver,41,5,7553,"none,2018",7,6,1141,96,6893,0.0735,8443,238.655694,Brunei,Tutong,Sungai Basong,,,,,Utility,Electricity Bill
797166633,Existing Customer,47,M,2,Graduate,Single,$60K - $80K,Silver,41,6,10606,"none,2018",2,8,2760,90,8893,0.131,14464,419.292876,Vietnam,Hanoi,Cầu Giấy,,,,,Bank,Credit Card Payment
797241108,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Silver,41,5,9036,"none,2018",4,6,2364,200,7956,0.13,9408.3296,267.785148,Malaysia,Kedah,Pokok Sena,,,,,Utility,Water Bill
798558783,Existing Customer,47,M,3,Graduate,Married,$40K - $60K,Silver,53,6,5833,"none,2019",2,8,2443,107,4086,0.21,10824,311.660096,Thailand,Chiang Mai,Mae Rim,,,,,Retail,Bookstore
801369258,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,41,6,4466,"none,2018",4,4,1823,146,3689,0.202,15093.3392,429.809946,Indonesia,Jakarta,Jakarta Timur,,,,,Bank,Online Transfer
788966958,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,46,3,3112,"none,2019",8,4,2700,189,1089,0.435,4056,113.361405,Malaysia,Selangor,Rawang,,,,,Utility,Electricity Bill
793336383,Existing Customer,47,F,1,High School,Married,$40K - $60K,Blue,53,3,2709,"none,2019",9,8,2889,178,675,0.5355,8170,231.745215,Thailand,Phuket,Kathu,,,,,Utility,Gas Bill
788996058,Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,46,4,2730,"none,2019",7,8,2765,152,760,0.506,5424,154.141284,Singapore,North Region,Yishun,,,,,Utility,Internet Bill
789354783,Attrited Customer,47,F,4,Graduate,Married,Less than $40K,Blue,44,5,2329,"Q1,2019",6,0,2580,204,864,0.5545,8214,234.3228,Myanmar,Yangon,Bahan,1/1/2019,2019,1,January,Retail,Clothing Store
789594108,Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,41,1,3429,"none,2018",7,6,2226,215,1650,0.3245,9823,276.671898,Vietnam,Da Nang,Sơn Trà,,,,,Retail,Electronics Store
789613083,Existing Customer,47,M,2,Uneducated,Divorced,Less than $40K,Blue,53,2,1943,"none,2019",3,6,708,168,1943,0.18,5900,169.831372,Cambodia,Sihanoukville,Sihanoukville,,,,,Retail,Clothing Store
789692283,Existing Customer,47,F,1,College,Single,$40K - $60K,Silver,46,4,5950,"none,2019",9,4,1465,177,5950,0.125,6210,174.782628,Malaysia,Kedah,Langkawi,,,,,Utility,Gas Bill
790017858,Existing Customer,47,F,3,Graduate,Divorced,$40K - $60K,Blue,36,6,3979,"none,2018",4,4,1680,171,2660,0.2105,10068,285.560822,Cambodia,Phnom Penh,Tuol Kork,,,,,Utility,Water Bill
790112133,Existing Customer,47,F,2,High School,Single,$40K - $60K,Blue,40,5,2623,"none,2018",3,4,3098,165,976,0.589,8973.0784,255.116642,Brunei,Tutong,Lumut,,,,,Retail,Bookstore
791822733,Existing Customer,47,F,2,Graduate,Single,$40K - $60K,Silver,41,5,5630,"none,2018",2,6,1982,196,4882,0.1765,9401,269.99056,Malaysia,Selangor,Seri Kembangan,,,,,Bank,ATM Withdrawal
792864858,Existing Customer,47,M,1,College,Married,$40K - $60K,Silver,49,6,5726,"none,2019",6,6,1619,115,4892,0.143,9935,281.675568,Brunei,Brunei-Muara,Jerudong,,,,,Utility,Gas Bill
711587433,Existing Customer,47,F,4,College,Married,$40K - $60K,Silver,33,6,10714,"none,2018",8,2,3002,114,8307,0.1425,9425,257.89767,Vietnam,Da Nang,Sơn Trà,,,,,Bank,ATM Withdrawal
711688158,Existing Customer,47,M,0,Graduate,Single,$60K - $80K,Silver,27,5,11760,"none,2018",8,8,3000,91,9454,0.128,6534,178.16928,Malaysia,Kedah,Alor Setar,,,,,Utility,Electricity Bill
711700158,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,51,5,1580,"none,2019",8,4,1778,121,960,0.561,2489,69.908166,Vietnam,Ho Chi Minh City,District 10,,,,,Bank,Credit Card Payment
711751533,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,49,3,2447,"none,2019",5,6,3109,136,474,0.633,2198,62.06859,Singapore,Central Region,Jurong West,,,,,Utility,Gas Bill
711833508,Existing Customer,47,M,2,High School,Single,Less than $40K,Blue,39,2,1536,"none,2019",8,4,1402,166,1536,0.455,2690,75.705315,Myanmar,Mandalay,Pyigyitagon,,,,,Utility,Water Bill
711885258,Existing Customer,47,F,4,High School,Married,$40K - $60K,Silver,31,5,7711,"none,2018",9,8,2350,161,6723,0.154,3101,86.656671,Indonesia,Jawa Timur,Blitar,,,,,Utility,Water Bill
711891933,Existing Customer,47,M,3,College,Married,$60K - $80K,Silver,40,3,12945,"none,2018",3,6,2727,179,11363,0.106,3328,98.026674,Myanmar,Yangon,Lanmadaw,,,,,Bank,Online Transfer
711994458,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,51,6,1537,"none,2019",6,0,378,173,1537,0.125,2950,84.096004,Indonesia,Jawa Tengah,Tegal,,,,,Retail,Sporting Goods
712027683,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Silver,47,3,5544,"none,2019",3,4,1837,158,4360,0.167,5274,153.117731,Vietnam,Ho Chi Minh City,District 5,,,,,Utility,Internet Bill
712102983,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,48,6,2000,"none,2019",5,6,1039,102,1438.3,0.26,3591.8304,101.909652,Vietnam,Hanoi,Đống Đa,,,,,Retail,Electronics Store
712115958,Existing Customer,47,F,1,High School,Married,$40K - $60K,Blue,50,5,2808,"none,2019",9,8,2681,148,544,0.478,1982,56.166171,Thailand,Bangkok,Pom Prap Sattru Phai,,,,,Retail,Clothing Store
712237458,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Silver,28,3,11629,"none,2018",7,4,2173,140,10827,0.0945,11441,312.278304,Indonesia,Jakarta,Jakarta Pusat,,,,,Utility,Water Bill
711529383,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Silver,53,4,6602,"none,2019",7,8,2386,144,5378,0.1825,3593,100.062231,Singapore,Central Region,Woodlands,,,,,Utility,Gas Bill
710942358,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Silver,48,3,5762,"none,2019",9,6,2494,131,3872,0.214,3099,87.398241,Philippines,Central Luzon,San Fernando,,,,,Utility,Gas Bill
711084183,Existing Customer,47,F,3,College,Married,$40K - $60K,Silver,54,2,5168,"none,2019",6,6,3030,180,2903,0.294,4841,134.318154,Vietnam,Hanoi,Đống Đa,,,,,Bank,Deposit
711264033,Existing Customer,47,M,3,Graduate,Divorced,$40K - $60K,Silver,36,4,4786,"none,2018",8,6,1823,105,3270,0.1885,3256,90.746337,Brunei,Brunei-Muara,Bangar,,,,,Retail,Sporting Goods
711297483,Existing Customer,47,F,2,Graduate,Divorced,$40K - $60K,Silver,34,6,13878,"none,2018",6,4,3517,101,11656,0.125,12431,365.191098,Laos,Pakse,Salavan,,,,,Bank,Credit Card Payment
711318033,Existing Customer,47,M,1,Graduate,Married,Less than $40K,Blue,48,4,2926,"none,2019",4,4,287,101,2926,0.05,3005.6448,85.164224,Laos,Luang Prabang,Houayxay,,,,,Bank,Online Transfer
711349083,Existing Customer,47,F,4,College,Married,Less than $40K,Blue,40,3,4012,"none,2019",3,8,785,136,4012,0.1,3213,93.795506,Singapore,Central Region,Jurong West,,,,,Retail,Sporting Goods
711377808,Existing Customer,47,M,3,Graduate,Divorced,$60K - $80K,Gold,36,4,21142,"none,2018",6,4,860,144,21142,0.02,13903,388.365077,Brunei,Brunei-Muara,Tutong,,,,,Retail,Bookstore
711402333,Existing Customer,47,M,2,College,Single,$40K - $60K,Blue,37,2,3235,"none,2018",2,6,1233,120,2438,0.188,4583,133.380405,Laos,Pakse,Champasak,,,,,Utility,Electricity Bill
711461658,Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,41,5,3291,"none,2019",4,4,2532,194,2094,0.387,4183,121.964937,Brunei,Belait,Sungai Duhon,,,,,Bank,Credit Card Payment
711516783,Existing Customer,47,F,4,High School,Married,$40K - $60K,Blue,48,2,2155,"none,2019",3,2,2481,192,1036,0.5745,1908.8064,54.149282,Cambodia,Siem Reap,Banteay Meanchey,,,,,Retail,Sporting Goods
712303908,Existing Customer,47,F,4,College,Married,$40K - $60K,Blue,50,3,2633,"none,2019",1,4,2639,80,709,0.5005,2541.0272,71.792386,Vietnam,Ho Chi Minh City,District 1,,,,,Retail,Electronics Store
713005908,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,5,2255,"none,2018",8,6,3019,195,522,0.6695,2445,68.341743,Philippines,Calabarzon,Biñan,,,,,Retail,Bookstore
713016633,Existing Customer,47,M,3,High School,Married,$60K - $80K,Silver,36,4,5344,"none,2018",8,4,2258,71,3762,0.213,3547,98.811474,Philippines,Calabarzon,Lipa,,,,,Utility,Gas Bill
713017758,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,44,6,1636,"none,2019",3,4,1537,175,501,0.472,3387,97.977268,Vietnam,Hanoi,Hoàn Kiếm,,,,,Utility,Water Bill
713310558,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,40,5,2035,"none,2019",4,4,2346,103,415,0.578,4197.488,119.09869,Cambodia,Siem Reap,Battambang,,,,,Utility,Gas Bill
713367858,Existing Customer,47,M,1,Graduate,Married,Less than $40K,Blue,48,2,2479,"none,2019",5,4,3151,197,731,0.6375,1679.0976,47.117472,Laos,Vientiane,Hadxaifong,,,,,Bank,Deposit
713451408,Existing Customer,47,M,4,High School,Divorced,Less than $40K,Blue,48,6,1943,"none,2019",1,6,2201,159,289,0.5655,4883.4048,138.629774,Philippines,Calabarzon,Santa Rosa,,,,,Bank,Credit Card Payment
713482608,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,6,3560,"none,2018",2,4,1854,156,2809,0.2605,3363.264,95.27607,Malaysia,Kedah,Jitra,,,,,Retail,Bookstore
713519508,Existing Customer,47,M,4,High School,Divorced,Less than $40K,Blue,48,1,1983,"none,2019",5,2,1928,94,994,0.4845,1995,56.636142,Cambodia,Sihanoukville,Stueng Hav,,,,,Retail,Electronics Store
713546883,Existing Customer,47,M,2,Graduate,Single,$60K - $80K,Silver,29,5,4786,"none,2018",8,6,2908,139,3233,0.302,4658,129.530004,Philippines,Calabarzon,Batangas City,,,,,Bank,ATM Withdrawal
713577483,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,35,3,5589,"none,2018",9,8,1669,97,4159,0.148,3464,95.81802,Malaysia,Kedah,Alor Setar,,,,,Utility,Electricity Bill
713610033,Existing Customer,47,M,3,College,Married,$60K - $80K,Silver,36,5,5062,"none,2018",6,6,2709,159,3066,0.267,3494,98.986776,Thailand,Phuket,Chalong,,,,,Retail,Bookstore
713657733,Existing Customer,47,M,1,Graduate,Single,$60K - $80K,Silver,36,5,9132,"none,2018",5,2,1151,181,8332,0.064,4393.0896,124.800198,Singapore,North Region,Yishun,,,,,Bank,Credit Card Payment
712967508,Existing Customer,47,M,3,College,Divorced,$40K - $60K,Blue,48,4,2572,"none,2019",5,4,2307,115,1479,0.4475,2218,61.551414,Philippines,Central Luzon,Tarlac City,,,,,Utility,Water Bill
712560558,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,42,5,1438.3,"none,2018",4,2,1479,105,1438.3,0.37,3643.1664,103.443582,Philippines,Central Luzon,Tarlac City,,,,,Bank,Online Transfer
712484733,Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Silver,32,6,8823,"none,2018",3,6,3126,177,6306,0.1775,3427,100.86622,Singapore,North Region,Toa Payoh,,,,,Retail,Bookstore
712513458,Existing Customer,47,F,2,High School,Single,$40K - $60K,Silver,50,4,7469,"none,2019",6,8,2156,95,5570,0.142,6092,170.765748,Brunei,Tutong,Simpang,,,,,Utility,Internet Bill
712514508,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,37,6,11354,"none,2018",8,4,848,99,11354,0.035,4619,125.84641,Vietnam,Hanoi,Long Biên,,,,,Retail,Sporting Goods
712542258,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,52,5,2950,"none,2019",5,6,3004,120,950,0.509,4697,133.647345,Brunei,Belait,Sungai Teraban,,,,,Bank,ATM Withdrawal
712899333,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,37,6,4256,"none,2018",2,4,1373,79,3172,0.1625,1903.3072,53.887286,Brunei,Tutong,Sungai Ujong,,,,,Bank,ATM Withdrawal
712568358,Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,41,3,3394,"none,2019",4,4,1156,170,3394,0.17,3900,113.631682,Cambodia,Phnom Penh,Tuol Kork,,,,,Bank,Online Transfer
712606158,Existing Customer,47,M,4,College,Married,$60K - $80K,Silver,42,4,5715,"none,2018",2,4,1920,104,4501,0.166,4360,126.663985,Singapore,North Region,Yishun,,,,,Bank,Deposit
712619808,Existing Customer,47,F,1,College,Married,$40K - $60K,Blue,36,3,2500,"none,2018",3,2,2646,136,1331,0.529,2203.0656,62.590328,Vietnam,Ho Chi Minh City,District 12,,,,,Utility,Internet Bill
712847208,Existing Customer,47,F,3,Graduate,Divorced,$40K - $60K,Silver,36,5,5369,"none,2018",4,6,3304,84,3515,0.3075,3549,103.635559,Laos,Vientiane,Sisattanak,,,,,Retail,Clothing Store
712894308,Existing Customer,47,M,4,High School,Married,Less than $40K,Blue,49,5,2888,"none,2019",4,6,889,177,2888,0.155,2499.2224,71.063862,Vietnam,Hanoi,Hai Bà Trưng,,,,,Bank,Online Transfer
713708358,Existing Customer,47,F,0,College,Single,$60K - $80K,Gold,48,2,19594,"none,2019",5,6,1656,230,18623,0.04,11113,328.819054,Philippines,Calabarzon,San Pablo,,,,,Utility,Electricity Bill
708784083,Existing Customer,47,F,1,High School,Married,$40K - $60K,Blue,36,5,2723,"none,2018",2,2,2707,128,1135,0.4965,1712.3232,48.447616,Philippines,Metro Manila,Manila,,,,,Utility,Electricity Bill
708784908,Existing Customer,47,F,3,College,Divorced,$60K - $80K,Gold,34,5,18064,"none,2018",1,8,2748,168,16025,0.0765,8103,240.024239,Vietnam,Hanoi,Hai Bà Trưng,,,,,Utility,Internet Bill
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Silver,36,5,6509,"none,2018",4,0,2785,115,4476,0.216,4220,123.056818,Vietnam,Da Nang,Liên Chiểu,,,,,Utility,Electricity Bill
708820308,Existing Customer,47,M,3,College,Married,$60K - $80K,Silver,36,6,13399,"none,2018",8,4,3806,78,10894,0.1435,10992,298.320966,Myanmar,Naypyidaw,Pyinmana Township,,,,,Bank,Credit Card Payment
708859158,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Silver,37,4,1438.3,"none,2018",1,2,2019,114,735.3,0.2995,10435,309.041037,Vietnam,Ho Chi Minh City,District 12,,,,,Bank,Online Transfer
708873183,Existing Customer,47,M,2,Post-Graduate,Married,$60K - $80K,Gold,39,1,17575,"none,2018",6,4,1473,170,16957,0.0425,4862,136.583007,Philippines,Metro Manila,Caloocan,,,,,Bank,ATM Withdrawal
708944958,Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,52,5,3569,"none,2019",7,8,2106,131,2539,0.2945,3265,90.596547,Indonesia,Jawa Barat,Sukabumi,,,,,Utility,Electricity Bill
708959583,Existing Customer,47,M,2,High School,Married,$60K - $80K,Silver,39,1,9389,"none,2018",7,4,1861,113,8662,0.0985,3192,90.325938,Thailand,Phuket,Pa Tong,,,,,Retail,Bookstore
708998583,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,51,6,1790,"none,2019",3,4,460,163,1790,0.13,2136.7856,60.431428,Thailand,Bangkok,Thon Buri,,,,,Bank,Credit Card Payment
709008708,Existing Customer,47,M,3,College,Married,$40K - $60K,Silver,34,2,8390,"none,2018",6,4,1240,152,8390,0.075,3392,93.35421,Singapore,East Region,Geylang,,,,,Bank,ATM Withdrawal
709019283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Silver,39,2,5660,"none,2018",8,2,2617,214,3450,0.23,2469,69.409617,Vietnam,Ho Chi Minh City,Tân Bình,,,,,Utility,Electricity Bill
709052883,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,48,3,1596,"none,2019",5,2,718,121,1596,0.225,2385,66.410385,Myanmar,Yangon,Dagon,,,,,Bank,Deposit
708774708,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,29,6,2636,"none,2018",5,6,2653,155,1047,0.5015,2170,61.073049,Thailand,Phuket,Pa Tong,,,,,Retail,Sporting Goods
710869008,Existing Customer,47,F,2,College,Single,$40K - $60K,Silver,36,5,8332,"none,2018",5,4,543,174,8332,0.035,4307,119.057196,Philippines,Metro Manila,Caloocan,,,,,Bank,Online Transfer
717888108,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,35,3,2872,"none,2018",6,4,3118,176,355,0.543,4554.8512,128.875264,Philippines,Central Luzon,San Fernando,,,,,Retail,Clothing Store
708132783,Existing Customer,47,F,3,College,Married,$60K - $80K,Gold,42,6,16411,"none,2018",3,4,1771,120,15232,0.056,10597,314.782045,Myanmar,Naypyidaw,Pyinmana Township,,,,,Bank,Online Transfer
708225483,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,36,3,11242,"none,2018",6,8,2006,113,9681,0.0895,9385,254.891316,Malaysia,Kedah,Padang Terap,,,,,Retail,Clothing Store
708244458,Existing Customer,47,F,2,College,Married,$40K - $60K,Blue,35,3,2793,"none,2018",7,4,2690,147,1276,0.4815,2112,59.186082,Vietnam,Hanoi,Hoàn Kiếm,,,,,Bank,ATM Withdrawal
708324483,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,51,3,2000,"none,2019",6,8,290,141,1548,0.075,2473.3232,69.120604,Philippines,Calabarzon,Biñan,,,,,Utility,Water Bill
708332808,Existing Customer,47,M,2,High School,Married,$40K - $60K,Blue,51,2,3471,"none,2019",2,4,1013,187,3471,0.145,2097,61.19208,Myanmar,Yangon,Dagon,,,,,Bank,ATM Withdrawal
708357183,Existing Customer,47,F,1,College,Married,Less than $40K,Blue,50,4,2444,"none,2019",7,6,869,137,1438.3,0.18,1845,51.739098,Laos,Pakse,Thakhek,,,,,Retail,Bookstore
708375858,Existing Customer,47,F,4,High School,Divorced,$40K - $60K,Blue,36,5,2776,"none,2018",5,4,2538,127,1435,0.4565,1815.8208,50.381754,Laos,Pakse,Thakhek,,,,,Retail,Clothing Store
708504783,Existing Customer,47,M,3,Graduate,Married,$40K - $60K,Silver,36,3,10960,"none,2018",7,6,1570,96,9627,0.071,7155,195.550764,Philippines,Metro Manila,Pasay,,,,,Bank,ATM Withdrawal
708652908,Existing Customer,47,F,2,Uneducated,Married,Less than $40K,Blue,48,1,2291,"none,2019",6,2,2447,170,872,0.5345,1513.2608,41.945654,Malaysia,Kedah,Kulim,,,,,Utility,Gas Bill
708724908,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,47,4,2262,"none,2019",3,6,271,146,2262,0.06,2281.1152,64.614326,Singapore,North Region,Yishun,,,,,Utility,Gas Bill
708760458,Existing Customer,47,M,1,College,Single,$80K - $120K,Gold,36,4,17655,"none,2018",8,8,613,123,17655,0.015,10419,282.433356,Laos,Pakse,Thakhek,,,,,Bank,Credit Card Payment
709165533,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Silver,41,6,6143,"none,2018",3,4,2601,122,4992,0.2135,2462,71.570066,Indonesia,Jawa Barat,Bandung,,,,,Utility,Water Bill
709257708,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,53,1,3108,"none,2019",7,4,2722,241,1130,0.438,1251,34.825509,Indonesia,Jawa Timur,Batu,,,,,Bank,Credit Card Payment
710420133,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,34,6,2190,"none,2018",8,4,1239,108,2190,0.285,2765,77.729334,Thailand,Chiang Mai,Fang,,,,,Retail,Bookstore
710463408,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Silver,36,3,9683,"none,2018",6,6,1823,185,8567,0.0925,2803,77.548632,Malaysia,Selangor,Rawang,,,,,Utility,Internet Bill
710506683,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,51,3,1746,"none,2019",4,0,1392,125,1746,0.4,2721.4176,75.451872,Singapore,East Region,Marine Parade,,,,,Bank,Online Transfer
710526633,Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,46,3,2048,"none,2019",3,4,3050,130,449,0.7455,2516.2256,71.127378,Cambodia,Siem Reap,Angkor Thom,,,,,Utility,Electricity Bill
710544033,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,36,3,9437,"none,2018",6,6,2610,108,7413,0.137,3591,98.965104,Philippines,Calabarzon,Batangas City,,,,,Retail,Bookstore
710568333,Existing Customer,47,M,4,College,Married,$60K - $80K,Silver,35,4,6623,"none,2018",8,6,2437,134,4800,0.1825,2829,79.257723,Cambodia,Siem Reap,Kampong Chhnang,,,,,Retail,Clothing Store
710630583,Existing Customer,47,M,1,High School,Married,Less than $40K,Blue,51,2,2843,"none,2019",7,2,2761,157,1091,0.483,3000,83.837013,Singapore,East Region,Marine Parade,,,,,Bank,ATM Withdrawal
710667708,Existing Customer,47,M,2,Graduate,Single,$60K - $80K,Silver,36,3,12510,"none,2018",7,4,2672,171,10639,0.105,6844,187.705134,Thailand,Bangkok,Bang Rak,,,,,Utility,Gas Bill
710792733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,41,4,2897,"none,2019",5,4,1127,184,2259,0.195,2473.2592,69.066524,Cambodia,Sihanoukville,Sihanoukville,,,,,Retail,Clothing Store
710147958,Existing Customer,47,M,0,College,Single,$60K - $80K,Gold,48,3,16138,"none,2019",4,4,2053,118,14889,0.0635,5576,165.018126,Philippines,Calabarzon,Batangas City,,,,,Bank,ATM Withdrawal
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Gold,38,4,21304,"none,2018",2,4,1949,74,19772,0.046,10659,315.488198,Philippines,Calabarzon,San Pablo,,,,,Utility,Gas Bill
709265208,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,49,4,1600,"none,2019",7,4,1728,163,658.3,0.566,1838,50.795667,Myanmar,Yangon,Pabedan,,,,,Utility,Electricity Bill
709459608,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,48,1,1811,"none,2019",3,6,1350,142,1811,0.375,1641.0528,46.570264,Laos,Vientiane,Sikhottabong,,,,,Utility,Electricity Bill
709469658,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Silver,36,3,7421,"none,2018",6,4,718,122,7421,0.05,3306,90.938952,Singapore,Central Region,Tampines,,,,,Bank,Credit Card Payment
709693833,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,34,6,9261,"none,2018",9,0,2042,65,7656,0.1115,3027,82.57098,Vietnam,Ho Chi Minh City,District 1,,,,,Retail,Bookstore
709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Gold,36,2,21331,"none,2018",2,4,2076,152,20080,0.0495,10505,308.705525,Indonesia,Jawa Tengah,Purwokerto,,,,,Retail,Bookstore
709948233,Existing Customer,47,F,0,High School,Single,Less than $40K,Blue,35,1,2446,"none,2018",4,6,2803,130,547,0.573,3371.5504,93.447502,Vietnam,Da Nang,Hải Châu,,,,,Utility,Electricity Bill
709788783,Existing Customer,47,M,4,Graduate,Divorced,$40K - $60K,Silver,35,3,4907,"none,2018",3,2,1296,127,4134,0.134,3993,116.6363,Philippines,Metro Manila,Taguig,,,,,Retail,Clothing Store
709871658,Existing Customer,47,F,1,College,Single,$40K - $60K,Silver,48,2,7136,"none,2019",3,6,2812,145,4791,0.1995,3977,115.621418,Philippines,Central Luzon,Olongapo,,,,,Retail,Sporting Goods
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,48,3,3147,"none,2019",6,4,3499,118,694,0.5545,2901,81.455427,Malaysia,Kedah,Jitra,,,,,Utility,Water Bill
712982808,Attrited Customer,47,M,2,High School,Divorced,Less than $40K,Blue,32,1,1438.3,"Q2,2018",3,3,0,42,1438.3,0,3023,86.1555,Brunei,Belait,Sungai Teraban,6/30/2018,2018,2,June,Retail,Sporting Goods
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Silver,42,6,4738,"Q2,2018",3,3,0,36,4738,0,1406,40.071,Philippines,Metro Manila,Makati,6/30/2018,2018,2,June,Bank,ATM Withdrawal
713886333,Attrited Customer,47,M,2,College,Married,$60K - $80K,Gold,39,2,18660,"Q2,2018",3,1,728,43,17932,0.039,3441,98.0685,Vietnam,Da Nang,Liên Chiểu,4/13/2018,2018,2,April,Retail,Clothing Store
716728233,Existing Customer,47,F,4,High School,Married,$40K - $60K,Blue,36,1,3216,"none,2018",4,2,2693,218,1736,0.42,5473.6256,155.497628,Singapore,East Region,Paya Lebar,,,,,Utility,Internet Bill
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,51,3,3144,"none,2019",8,4,1353,171,3144,0.215,5972,168.149535,Indonesia,Jakarta,Jakarta Selatan,,,,,Retail,Bookstore
714010383,Attrited Customer,47,F,1,College,Divorced,$40K - $60K,Blue,40,5,3502,"Q3,2018",4,5,0,42,3502,0,3060,87.21,Laos,Luang Prabang,Luang Prabang,7/7/2018,2018,3,July,Bank,ATM Withdrawal
714100008,Attrited Customer,47,F,2,College,Married,$40K - $60K,Silver,36,6,5667,"Q1,2018",2,3,2517,38,3150,0.444,1995,56.8575,Malaysia,Kedah,Padang Terap,1/20/2018,2018,1,January,Retail,Sporting Goods
714471183,Attrited Customer,47,M,4,Graduate,Divorced,$80K - $120K,Gold,39,4,17504,"Q4,2018",3,4,476,66,17028,0.027,4178,119.073,Malaysia,Kedah,Alor Setar,12/28/2018,2018,4,December,Utility,Gas Bill
714659133,Attrited Customer,47,M,5,College,Married,$60K - $80K,Silver,37,2,9410,"Q2,2018",2,2,0,41,9410,0,3366,95.931,Myanmar,Yangon,Tamwe,4/22/2018,2018,2,April,Utility,Internet Bill
716831508,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,46,4,1963,"none,2019",3,6,2849,154,439,0.723,5355.1152,152.223326,Vietnam,Ho Chi Minh City,District 10,,,,,Retail,Sporting Goods
714848958,Attrited Customer,47,F,2,Graduate,Divorced,$60K - $80K,Gold,37,6,15109,"Q2,2018",2,1,897,43,14212,0.059,4527,129.0195,Laos,Pakse,Salavan,6/3/2018,2018,2,June,Utility,Water Bill
